index,text,chapter,offensive
644,"One can barely stand erect in the shallow hold and must supply himself with food for the journey, if he cannot eat the native chow.",30,0
645,"Provided with a packet of luncheon and a shawl and blanket, which have been my shelter and my only companions in many lands, I plunged into an abysmal bunk and abode therein until the following day, when I was landed outside the old wall in a European concession, which has been granted in recent years.",30,0
646,"31. A Chain Gang in China-In the Thoroughfare Wearing “Cangues,"" which Record Their Crime, Soo-chow.",31,0
647,"We are here looking northwest, across the Grand Canal, toward the southern portion of the city, which is entirely within the wall.",31,0
648,"These prisoners stand upon a broad, well-paved, modern street running along the canal in front of the General Concession.",31,0
649,"There are only a few buildings in this quarter; the police headquarters are just behind us, and these three prisoners have been brought out before us that we may better see how law-breakers are chained and cangued.",31,0
650,I told you when describing the caged criminal at Shanghai I might show you other forms of punishment later; this is another form of torture.,31,0
651,"It consists of this heavy I2I frame of planks about three feet square, closed around the neck by transverse dowels and is called the Cangue.",31,0
652,"It projects so far that the wearer cannot reach his head with his hands, and is therefore liable to die from starvation unless he have friends to look after him.",31,0
653,"The cangue usually weighs about thirty-three pounds, and when it is borne for several months it would seem to be quite insupportable to any one but an inhabitant of this land.",31,0
654,"I often think that Chinamen must have cold blood or a very crude sensorium, so callous they seem to physical pain.",31,1
655,"A more common mode of punishment than either the cage or the cangue is the bamboo, which is used for all minor offenses.",31,0
656,"It is in such universal use that for purposes of punishment, its weight and dimensions are fixed by law, which authorizes two sizes; the first is five feet eight inches in length, two and three-quarter inches in width and two inches thick, weighing two and two-fifth pounds; the second size is the same in length, two inches broad and one and one-fifth inches thick, weighing one and five-sixth pounds.",31,0
657,"These bamboos are applied to the back of the culprit, and the number of blows is according to the offense, varying from ten to a hundred, but these are subject to remission by the grace of the Emperor, or by a pecuniary redemption.",31,0
658,The first of this trio of cangued prisoners casts a contemptuous glance at us; the second is humility itself; the third betrays a hand-in-the-pocket indifference to what we say or think.,31,0
659,"You see written on the upper side of each cangue, in Chinese characters, the name and offense of each prisoner.",31,0
660,"We will not have time to go within that old wall which has stood there for two thousand years; you see it is after the fashion of every Chinese wall, and having seen one you have seen all.",31,0
661,"But here you obtain a good view of China's most celebrated artificial waterway, the Imperial Canal, which extends from Hangchow to Pekin, a distance of seven hundred miles.",31,0
662,In its long stretches through the country it is often very narrow and shallow; yet it has long been a very important means of both travel and transportation.,31,0
663,"But this Imperial Canal is not only important as a means of transit; it is well supplied with many varieties of excellent fish, fish being one of the three staples of animal food, the other two being the hog and the duck.",31,0
664,"By entering a boat down there on the canal and swinging to the right and sailing out of the town a mile or two where the canal is still wide, I may show you one of the strangest and rarest methods of capturing fish you have ever seen-a method much cleverer and much more successful than that which provoked the humorous sarcasm that ""an angler is a rod with a fly at one end and a fool at the other ""-it is fishing with cormorants.",31,0
665,"Before visiting China I had read of fishing being done in that far-away land by means of trained water birds, but it seemed almost incredible.",32,0
